category;name;rus;eng
talent_descr;traveler_foreign_permafrost;<p>Вы черпаете новые силы из былых путешествий. За каждый тип элемента, с которым произошёл резонанс, вы получаете дополнительные skill{n10050001:усиления}.</p><p>Кроме того, когда персонажи отряда поблизости наносят урон реакций stcond{Звёздный проводник} или stcond{Звёздное рассеивание}, name{путешественник} получает 1 уровень Заледенелого клинка. Таким способом можно получить один уровень Заледенелого клинка не чаще одного раза в 2 сек. Эффект складывается до 3 раз. При получении 3 уровней Заледенелого клинка name{заряженная атака} расходует все уровни этого эффекта и превращается в особую skill{Заряженную атаку: Застывающий лёд}.</p><p>skill{Заряженная атака: Застывающий лёд}<br>· Наносимый cryo{Крио урон} повышается на value{140%} от name{силы атаки} name{путешественника}, а также name{путешественник} получает 2 уровня skill{n10050002:Морозного сияния}.<br>· skill{Заряженную атаку: Застывающий лёд} можно выполнять не чаще 1 раза в 15 сек. Кроме того, бонус урона таланта возвышения Вечно пронизывающий мороз не применяется к skill{Заряженной атаке: Застывающий лёд}.<br>skill{n11500004:Сияние - Звёздный блеск}: skill{Заряженная атака: Застывающий лёд} теперь наносит cryo{Крио урон}, который считается уроном соответствующих реакций stcond{Звёздного блеска}.</p>;"<p>Draws new strength and power from their past travels: Every Elemental Type the name{Traveler} has resonated with now grants an additional skill{n10050001:enhancement effect}.</p><p>Additionally, when a nearby party member deals stcond{Stellar-Conduct} or stcond{Stellar Swirl} DMG, the name{Traveler} gains 1 stack of ""Icepoint."" 1 stack of Icepoint can be obtained in this way once every 2s, max 3 stacks. When the name{Traveler} unleashes a name{Charged Attack} at 3 stacks of Icepoint, all stacks are consumed to change the attack into a special skill{Charged Attack: Freezing Ice}.</p><p>skill{Charged Attack: Freezing Ice}<br>· cryo{Cryo DMG} dealt is increased by value{140%} of the name{Traveler}'s name{ATK}, and the name{Traveler} also gains 2 stacks of skill{n10050002:Frostglow}.<br>· skill{Charged Attack: Freezing Ice} can be unleashed once every 15s. Additionally, the name{DMG Bonus} from the Ascension Talent ""Ever-Keen Frost"" does not apply to skill{Charged Attack: Freezing Ice}.<br>skill{n11500004:skill{Radiance: Stellar Glimmer}}: DMG from skill{Charged Attack: Freezing Ice} is instead considered cryo{Cryo DMG} of the corresponding stcond{Stellar Glimmer} reaction type.</p>"
talent_name;traveler_somber_freeze;Суровое обледенение;Somber Freeze
talent_descr;traveler_somber_freeze;<p>name{Путешественник}, нанося урон реакций stcond{Звёздного блеска}, восстанавливает 5 name{ед. энергии}. Этот эффект может возникнуть раз в 0,5 сек.</p>;<p>The name{Traveler} regenerates 5 name{Elemental Energy} when they deal stcond{Stellar Glimmer DMG}. This effect can trigger once every 0.5s.</p>
talent_name;traveler_frostfall_reverberation;Гул ледопада;Frostfall Reverberation
talent_descr;traveler_frostfall_reverberation_1;<p>После того как skill{ледяной кристалл} name{элементального навыка} skill{skill:Меч ледяного тумана} поражает врага, name{мастерство стихий} активного персонажа повышается на %{mastery} ед. на 5 сек.</p>;<p>The active character's name{Elemental Mastery} is increased by %{mastery} for 5s when an opponent is hit by an skill{ice crystal} fired by the name{Elemental Skill} skill{skill:Ice Fog Piercer}.</p>
talent_descr;traveler_frostfall_reverberation_2;<p>Кроме того, если персонаж под воздействием этого эффекта вызывает реакции stcond{Звёздного блеска} или наносит их урон, то на время действия эффекта name{мастерство стихий} теперь повышается на value{120} ед.</p>;<p>Additionally, when a character affected by the aforementioned effect triggers a stcond{Stellar Glimmer} reaction or deals stcond{Stellar Glimmer} reaction DMG, the name{Elemental Mastery} boost described above will be increased to value{120} for its duration.</p>
talent_name;traveler_glacial_shard;Ледяной осколок;Glacial Shard
talent_name;traveler_enduring_ice;Нетающий лёд;Enduring Ice
talent_descr;traveler_enduring_ice;<p>Длительность skill{Леденящей звезды}, созданной name{элементальным навыком} skill{skill:Меч ледяного тумана}, увеличивается на 25%.</p>;<p>The duration of the skill{Frostpierce Star} created by the name{Elemental Skill} skill{skill:Ice Fog Piercer} is increased by 25%.</p>
talent_name;traveler_bittercold_fog;Замораживающий туман;Bittercold Fog
talent_name;traveler_brumal_grimfrost;Сверкание суровых льдов;Brumal Grimfrost
talent_descr;traveler_brumal_grimfrost;<p>За каждый уровень skill{n10050002:Морозного сияния}, израсходованного при активации name{взрыва стихии} skill{burst:Морозное копьё}, урон реакций stcond{Звёздного блеска} других персонажей отряда повышается на value{5%} на 15 сек. Максимальное увеличение, которое можно получить таким способом, составляет value{40%}.</p>;<p>Every stack of skill{n10050002:Frostglow} consumed when using the name{Elemental Burst} skill{burst:Frostbound Javelin} increases stcond{Stellar Glimmer} reaction DMG dealt by other party members by value{5%} for 15s. A maximum value{40%} increase can be obtained in this way.</p>
