category;name;rus;eng
talent_descr;dehya_stalwart_and_true;Когда name{HP} name{Дэхьи} опускается ниже 40%, она восстанавливает value{20%} от name{макс. HP} и по value{6%} от name{макс. HP} каждые 2 сек. в течение следующих 10 сек. Этот эффект может возникнуть раз в 20 сек.;When her name{HP} is less than 40%, name{Dehya} will recover value{20%} of her name{Max HP} and will restore value{6%} of her name{Max HP} every 2s for the next 10s. This effect can be triggered once every 20s.
talent_name;dehya_the_flame_incandescent;Ослепительное пламя;The Flame Incandescent
talent_descr;dehya_the_flame_incandescent;name{Макс. HP} name{Дэхьи} увеличивается на %{hp_percent}. Также она наносит дополнительный урон, который зависит от её name{макс. HP}:<br>· Урон skill{skill:Расплавленного пекла} увеличивается на value{3,6%} от name{макс. HP}.<br>· Урон skill{burst:Клыков львицы} увеличивается на value{6%} от name{макс. HP}.;name{Dehya}'s name{Max HP} is increased by %{hp_percent}, and she deals bonus DMG based on her name{Max HP} when using the following attacks:<br>·skill{skill:Molten Inferno}'s DMG will be increased by %{skill_base_hp_percent} of her name{Max HP}.<br>·skill{burst:Leonine Bite}'s DMG will be increased by %{burst_base_hp_percent} of her name{Max HP}.
talent_name;dehya_the_sand_blades_glittering;Сверкающие клинки песков;The Sand-Blades Glittering
talent_descr;dehya_the_sand_blades_glittering;После активации skill{skill:Сферы пламени Расплавленного пекла} длительность повторно созданного name{Огненного узилища} повышается на 6 сек.<br>Кроме того, когда на поле боя существует name{Огненное узилище}, если активные персонажи в области его действия атакованы, урон следующей совместной атаки name{Огненного узилища} повышается на %{dmg_skill_dehya}.;When name{Dehya} uses skill{skill:Molten Inferno: Ranging Flame}, the duration of the recreated name{Fiery Sanctum} field will be increased by 6s.<br>Additionally, when a name{Fiery Sanctum} exists on the field, DMG dealt by its next coordinated attack will be increased by %{dmg_skill_dehya} when active character(s) within the name{Fiery Sanctum} field are attacked.
talent_name;dehya_a_rage_swift_as_fire;Пламенная ярость;A Rage Swift as Fire
talent_name;dehya_an_oath_abiding;Непреложная клятва;An Oath Abiding
talent_descr;dehya_an_oath_abiding;name{Кулаки Пламенной Гривы} и name{Сжигающий удар} skill{burst:Клыков львицы}, поражая противников, восстанавливают 1,5 name{ед. энергии} name{Дэхьи}, а также %{text_percent_heal} от её name{макс. HP}. Этот эффект может возникнуть раз в 0,2 сек.;When name{Flame-Mane's Fist} and name{Incineration Drive} attacks unleashed during skill{burst:Leonine Bite} hit opponents, they will restore 1.5 name{Energy} for name{Dehya} and %{text_percent_heal} of her name{Max HP}. This effect can be triggered once every 0.2s.
talent_name;dehya_the_alpha_unleashed;Необузданная львица;The Alpha Unleashed
talent_name;dehya_the_burning_claws_cleaving;Разрывающие огненные когти;The Burning Claws Cleaving
talent_descr;dehya_the_burning_claws_cleaving_1; name{Шанс крит. попадания} skill{burst:Клыков львицы} повышается на %{crit_rate_burst}.; The name{CRIT Rate} of skill{burst:Leonine Bite} is increased by %{crit_rate_burst}.
talent_descr;dehya_the_burning_claws_cleaving_2; Кроме того, если name{Кулаки Пламенной Гривы} наносят противнику критическое попадание во время действия одного и того же состояния name{Пылающей львицы}, до его окончания name{крит. урон} name{Клыков львицы} повысится на %{crit_dmg_burst}, а длительность состояния name{Пылающей львицы} увеличится на 0,5 сек. Эффект может возникнуть раз в 0,2 сек. Таким способом нельзя увеличить длительность больше чем на 2 сек. name{Крит. урон} увеличивается максимум на value{60%}.; Additionally, after a name{Flame-Mane's Fist} attack hits an opponent and deals CRIT Hits during a single name{Blazing Lioness} state, it will cause the name{CRIT DMG} of Leonine Bite to increase by %{crit_dmg_burst} for the rest of name{Blazing Lioness}'s duration and extend that duration by 0.5s. This effect can be triggered every 0.2s. The duration can be extended for a maximum of 2s and name{CRIT DMG} can be increased by a maximum of value{60%} this way.
