category;name;rus;eng
talent_name;chevreuse_vanguards_coordinated_tactics;Согласованная тактика авангарда;Vanguard's Coordinated Tactics
talent_descr;chevreuse_vanguards_coordinated_tactics;Если отряд полностью состоит из pyro{Пиро} и electro{Электро} персонажей и в отряде есть хотя бы по одному персонажу electro{Электро} или pyro{Пиро}:<br>name{Шеврёз} наделяет персонажей поблизости name{Согласованной тактикой}: когда персонаж активирует реакцию pyro{Перегрузка}, pyro{Пиро} и electro{Электро сопротивление} противника, который был поражён данной реакцией, понижается на %{enemy_res_pyro} на 6 сек.<br>Если элементы персонажей отряда не соответствуют требованиям этого таланта возвышения, все существующие эффекты name{Согласованной тактики} прерываются.;"When all party members are pyro{Pyro} and electro{Electro} characters and there is at least one pyro{Pyro} and one electro{Electro} character each in the party:<br>name{Chevreuse} grants ""name{Coordinated Tactics}"" to nearby party members: After a character triggers the pyro{Overloaded} reaction, the pyro{Pyro} and electro{Electro RES} of the opponent(s) affected by this pyro{Overloaded} reaction will be decreased by %{enemy_res_pyro} for 6s.<br>The ""name{Coordinated Tactics}"" effect will be removed when the Elemental Types of the characters in the party do not meet the basic requirements for the Ascension Talent."
talent_name;chevreuse_vertical_force_coordination;Вертикальное координирование сил;Vertical Force Coordination
talent_descr;chevreuse_vertical_force_coordination;После того как name{Шеврёз} выстреливает name{Перегруженным зарядом} skill{skill:Быстрого преграждающего выстрела вблизи}, name{сила атаки} персонажей pyro{Пиро} и electro{Электро} в отряде поблизости на 30 сек. увеличится на %{text_percent} за каждые %{text_value} ед. name{макс. HP} name{Шеврёз}. Силу атаки этим способом можно повысить максимум на %{text_percent_max}.;After name{Chevreuse} fires an name{Overcharged Ball} using skill{skill:Short-Range Rapid Interdiction Fire}, nearby pyro{Pyro} and electro{Electro} characters in the party gain %{text_percent} increased name{ATK} for every %{text_value} name{Max HP} name{Chevreuse} has for 30s. name{ATK} can be increased by up to %{text_percent_max} in this way.
talent_name;chevreuse_stable_front_lines_resolve;Решительность прочного фронта;Stable Front Line's Resolve
talent_descr;chevreuse_stable_front_lines_resolve;Когда активный персонаж (кроме самой name{Шеврёз}), находящийся под воздействием эффекта name{Согласованная тактика}, активирует реакцию pyro{Перегрузка}, он восстанавливает 6 name{ед. энергии}. Эффект может возникнуть один раз в 10 сек.<br>Требуется разблокировать талант возвышения name{Согласованная тактика авангарда}.;"When the active character with the ""name{Coordinated Tactics}"" status (not including name{Chevreuse} herself) triggers the pyro{Overloaded} reaction, they will recover 6 name{Energy}. This effect can be triggered once every 10s.<br>You must first unlock the Ascension Talent ""name{Vanguard's Coordinated Tactics}."""
talent_name;chevreuse_sniper_induced_explosion;Вызванный метким выстрелом взрыв;Sniper Induced Explosion
talent_descr;chevreuse_sniper_induced_explosion;При попадании долгого нажатия навыка skill{skill:Быстрый преграждающий выстрел вблизи} рядом с местом попадания вызывается 2 цепных взрыва. Каждый взрыв наносит pyro{Пиро урон} в %{text_percent_dmg} от name{силы атаки} name{Шеврёз}. Эффект возникает раз в 10 сек. Этот урон считается уроном name{элементального навыка}.;After Holding skill{skill:Short-Range Rapid Interdiction Fire} and hitting a target, 2 chain explosions will be triggered near the location where said target is hit. Each explosion deals pyro{Pyro DMG} equal to %{text_percent_dmg} of name{Chevreuse}'s name{ATK}. This effect can be triggered up to once every 10s, and DMG dealt this way is considered name{Elemental Skill DMG}.
talent_name;chevreuse_practiced_field_stripping_technique;Отработанная разборка в поле;Practiced Field Stripping Technique
talent_name;chevreuse_the_secret_to_rapid_fire_multishots;Секрет частого огня;The Secret to Rapid-Fire Multishots
talent_descr;chevreuse_the_secret_to_rapid_fire_multishots;После применения skill{burst:Кольца разрывных гранат}, skill{skill:Быстрый преграждающий выстрел вблизи} name{Шеврёз}, активированный долгим нажатием, не уходит в откат. Через 6 сек. или после двух активаций name{Быстрого преграждающего выстрела вблизи} удержанием эффект исчезает.;After using skill{burst:Ring of Bursting Grenades}, the Hold mode of skill{skill:Short-Range Rapid Interdiction Fire} will not go on cooldown when name{Chevreuse} uses it. This effect is removed after name{Short-Range Rapid Interdiction Fire} has been fired twice using Hold or after 6s.
talent_name;chevreuse_enhanced_incendiary_firepower;Урон усиленного огня;Enhanced Incendiary Firepower
talent_name;chevreuse_in_pursuit_of_ending_evil;В погоне за искоренением зла;In Pursuit of Ending Evil
talent_descr;chevreuse_in_pursuit_of_ending_evil;После 12 сек. действия эффекта лечения навыка skill{skill:Быстрый преграждающий выстрел вблизи} все окружающие члены отряда один раз восстанавливают name{HP} в размере %{text_percent_heal} от name{макс. HP} name{Шеврёз}.<br>После получения лечения name{Быстрого преграждающего выстрела вблизи} персонаж отряда на 8 сек. наделяется %{dmg_pyro} бонусом pyro{Пиро} и electro{Электро урона}. Этот эффект может складываться до 3 раз. Длительность каждого уровня рассчитывается отдельно.;After 12s of the healing effect from skill{skill:Short-Range Rapid Interdiction Fire}, all nearby party members recover name{HP} equivalent to %{text_percent_heal} of name{Chevreuse}'s name{Max HP} once.<br>After a party member is healed by name{Short-Range Rapid Interdiction Fire}, they gain a 20% pyro{Pyro DMG Bonus} and electro{Electro DMG Bonus} for %{dmg_pyro}s. Max 3 stacks. Each stack's duration is counted independently.
